0,ا
1,أ
2,إ
3,آ
4,ب
5,پ
6,ت
7,ث
8,ج
9,چ
10,ح
11,خ
12,د
13,ذ
14,ر
15,ز
16,ژ
17,س
18,ش
19,ص
20,ض
21,ط
22,ظ
23,ع
24,غ
25,ف
26,ق
27,ک
28,ك
29,گ
30,ل
31,م
32,ن
33,ؤ
34,و
35,ة
36,ه
37,ی
38,ي
39,ئ
